"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CD2471",4.78588841215211e-92,2.82007542484296,0.868,0.233,6.56336736842541e-88,"6","CD247"
"KLRF1",7.75501516851864e-91,1.40279840489151,0.271,0.009,1.06352278021065e-86,"6","KLRF1"
"GZMM1",7.53356146045218e-89,2.29659558001273,0.847,0.21,1.03315261868641e-84,"6","GZMM"
"GPR56",9.7642933916861e-89,1.62919090678618,0.333,0.018,1.33907519573583e-84,"6","GPR56"
"C1orf21",6.52201206285063e-80,1.4411739187605,0.306,0.017,8.94428734299336e-76,"6","C1orf21"
"IL2RB",1.11632312607326e-79,1.76573552027091,0.438,0.045,1.53092553509687e-75,"6","IL2RB"
"PLEKHF1",1.83677784696197e-76,1.57694287166128,0.361,0.029,2.51895713932365e-72,"6","PLEKHF1"
"HOPX1",2.89656617997017e-74,2.32393030331415,0.639,0.12,3.97235085921109e-70,"6","HOPX"
"MATK1",1.49995907323686e-70,1.57840133164534,0.431,0.049,2.05704387303703e-66,"6","MATK"
"B2M2",1.79159492193602e-68,0.96972865983042,1,1,2.45699327594306e-64,"6","B2M"
"HLA-C1",2.64904387616354e-67,1.23090423244654,1,0.98,3.63289877177067e-63,"6","HLA-C"
"HAVCR2",4.72771933363246e-67,1.90964571147677,0.333,0.03,6.48359429414355e-63,"6","HAVCR2"
"TBX21",5.08590666855797e-59,1.40243012510854,0.312,0.029,6.9748124052604e-55,"6","TBX21"
"CD73",9.77084426202879e-56,1.90941196617128,0.861,0.339,1.33997358209463e-51,"6","CD7"
"FCRL6",1.00827084955147e-55,1.31359828221381,0.271,0.022,1.38274264307488e-51,"6","FCRL6"
"PTGDR",1.18844141968165e-55,1.89878533039909,0.312,0.031,1.62982856295142e-51,"6","PTGDR"
"TPST21",3.2914810176604e-54,1.61524133445433,0.556,0.12,4.51393706761947e-50,"6","TPST2"
"HLA-A2",2.05779255865487e-52,1.14576666107786,1,0.964,2.82205671493929e-48,"6","HLA-A"
"PLAC81",3.89831804454432e-52,1.83114482526474,0.882,0.434,5.34615336628807e-48,"6","PLAC8"
"HLA-B1",2.03514138195537e-45,0.965629256944776,1,0.945,2.79099289121359e-41,"6","HLA-B"
"ITGB23",1.09239090994451e-43,1.71573551858782,0.847,0.449,1.4981048938979e-39,"6","ITGB2"
"CTSC2",3.92687337750436e-43,1.45943134673632,0.701,0.243,5.38531414990948e-39,"6","CTSC"
"UBB1",5.09973148572629e-42,1.34346238038408,0.958,0.772,6.99377175952504e-38,"6","UBB"
"C12orf751",6.50904556720782e-40,1.50108988536441,0.486,0.117,8.9265050908688e-36,"6","C12orf75"
"CD631",3.69562588006865e-39,1.65873582012826,0.736,0.322,5.06818133192615e-35,"6","CD63"
"RHOC1",6.72858658523669e-39,1.34741954753068,0.583,0.165,9.22758364299359e-35,"6","RHOC"
"RARRES32",7.25308328084781e-39,1.40522525057371,0.84,0.451,9.94687841135469e-35,"6","RARRES3"
"SRGN3",3.08087778257554e-38,1.25402099090861,0.924,0.58,4.22511579102409e-34,"6","SRGN"
"ID22",4.0825822694135e-38,1.47138836773987,0.812,0.363,5.59885332427367e-34,"6","ID2"
"NCR31",4.25321039632858e-38,1.36680289182142,0.396,0.077,5.83285273752501e-34,"6","NCR3"
"CCL51",4.9169774870287e-37,1.85713762868729,0.729,0.293,6.74314292571116e-33,"6","CCL5"
"CX3CR11",2.76193368790095e-36,1.33032223118762,0.34,0.061,3.78771585958736e-32,"6","CX3CR1"
"PFN13",3.41730599924037e-35,0.963263417441031,0.993,0.943,4.68649344735824e-31,"6","PFN1"
"EFHD22",4.29041875774393e-34,1.37353333573651,0.542,0.174,5.88388028437002e-30,"6","EFHD2"
"ARPC5L1",5.05909935808108e-34,1.76009779614303,0.528,0.166,6.9380488596724e-30,"6","ARPC5L"
"CD991",2.00257661075158e-33,1.28755286167882,0.833,0.488,2.74633356398471e-29,"6","CD99"
"SAMD31",3.24754106891641e-33,1.79293218535594,0.417,0.1,4.45367782191196e-29,"6","SAMD3"
"RAP1B2",3.20760044021647e-31,1.2657562329291,0.715,0.343,4.39890324371287e-27,"6","RAP1B"
"PLEK2",6.23878159886958e-31,1.44424189069236,0.493,0.152,8.55586508468974e-27,"6","PLEK"
"APOBEC3G1",1.06048281474385e-30,1.35976516322128,0.556,0.197,1.45434613213972e-26,"6","APOBEC3G"
"MYL12A2",1.11665716946117e-30,0.949677536030295,0.986,0.868,1.53138364219905e-26,"6","MYL12A"
"FCER1G2",1.70710805618574e-30,0.984392214535688,0.84,0.33,2.34112798825313e-26,"6","FCER1G"
"HLA-E1",3.04158114412715e-30,1.05649670714766,0.972,0.883,4.17122438105597e-26,"6","HLA-E"
"PTPRCAP2",7.989417748711e-30,1.0149900478891,0.903,0.627,1.09566875005823e-25,"6","PTPRCAP"
"CHST121",5.80390201503869e-29,1.48282182433583,0.389,0.101,7.95947122342406e-25,"6","CHST12"
"ZAP701",6.0270338057276e-29,1.37544311178119,0.438,0.127,8.26547416117483e-25,"6","ZAP70"
"HCST1",8.93218159799528e-28,1.2902608354055,0.819,0.524,1.22495938434907e-23,"6","HCST"
"ALOX5AP1",1.04623630047016e-27,1.58229193829919,0.556,0.216,1.43480846246478e-23,"6","ALOX5AP"
"CFL11",2.96993562837801e-27,0.762551738941641,0.993,0.911,4.0729697207576e-23,"6","CFL1"
"C5orf56",3.43796954174428e-27,1.28105026681297,0.396,0.109,4.71483142954811e-23,"6","C5orf56"
"CLIC13",3.74213352161217e-27,1.20299775184343,0.896,0.631,5.13196191153893e-23,"6","CLIC1"
"ABHD17A",1.26171139679738e-26,1.13246450923363,0.264,0.05,1.73031100956793e-22,"6","ABHD17A"
"PDIA32",1.6371613425747e-26,1.23707618415224,0.646,0.32,2.24520306520694e-22,"6","PDIA3"
"CCL31",2.00954493508263e-26,1.91423698692382,0.424,0.124,2.75588992397233e-22,"6","CCL3"
"ASCL2",2.24225960761429e-26,1.10948001547969,0.271,0.054,3.07503482588224e-22,"6","ASCL2"
"CD300A1",5.81118478055277e-26,1.36819599616869,0.389,0.112,7.96945880805007e-22,"6","CD300A"
"IFITM12",1.19602670006034e-25,1.28907194390615,0.778,0.46,1.64023101646276e-21,"6","IFITM1"
"ABI31",4.62305776259883e-24,1.22339216556796,0.458,0.161,6.34006141562804e-20,"6","ABI3"
"PPP1R181",7.77594472653823e-24,1.32894676070024,0.583,0.267,1.06639305979745e-19,"6","PPP1R18"
"AOAH1",1.05682307578824e-23,1.19409304550116,0.375,0.112,1.449327166136e-19,"6","AOAH"
"IFITM21",1.17495937547105e-23,0.95081999045237,0.924,0.697,1.611339287521e-19,"6","IFITM2"
"RAC2",5.52243630838111e-23,1.23519618062636,0.854,0.64,7.57346915331386e-19,"6","RAC2"
"CALM12",8.14368839652497e-23,0.987155147826688,0.875,0.666,1.11682542669943e-18,"6","CALM1"
"BST22",2.48221724785899e-22,1.01341137796519,0.743,0.432,3.40411273371382e-18,"6","BST2"
"MYO1F3",3.20047358979859e-22,1.27007623010725,0.528,0.221,4.38912948104978e-18,"6","MYO1F"
"LITAF1",3.65280769976341e-22,1.17832304463926,0.604,0.295,5.00946047945553e-18,"6","LITAF"
"CD532",4.70775055903947e-22,1.08799743574669,0.826,0.532,6.45620911666673e-18,"6","CD53"
"TYROBP2",1.04605282824293e-21,0.429779987015752,0.903,0.368,1.43455684865236e-17,"6","TYROBP"
"PSMB10",2.09691292809442e-21,1.18575966158988,0.639,0.34,2.87570638958869e-17,"6","PSMB10"
"UBE2F1",5.52110009990145e-21,1.03816108755921,0.375,0.12,7.57163667700485e-17,"6","UBE2F"
"ARL4C1",6.00570069184364e-21,1.22033082508846,0.465,0.183,8.23621792879437e-17,"6","ARL4C"
"XBP11",7.94951810881569e-21,1.47010774326348,0.569,0.269,1.09019691344298e-16,"6","XBP1"
"ARPC22",4.39594309692021e-20,0.759953086178031,0.924,0.795,6.02859636311637e-16,"6","ARPC2"
"DHRS71",6.61440471163163e-20,1.19806787099421,0.583,0.305,9.07099462153162e-16,"6","DHRS7"
"CTSD2",2.79678757830789e-18,0.988292061571761,0.514,0.227,3.83551448489145e-14,"6","CTSD"
"ACTB2",4.01383852514827e-18,0.661484197387695,1,0.992,5.50457815338834e-14,"6","ACTB"
"ANXA61",4.31309039724514e-18,0.931626179374303,0.562,0.28,5.91497217078198e-14,"6","ANXA6"
"TXNIP2",4.34994920595406e-18,0.837912143584614,0.875,0.753,5.96552034104539e-14,"6","TXNIP"
"SEPT71",5.73229269842215e-18,1.22622758729112,0.597,0.324,7.86126620661613e-14,"6","SEPT7"
"SERF22",1.21143299289391e-17,0.675529253661637,0.944,0.851,1.66135920645471e-13,"6","SERF2"
"SDF4",5.55016814485553e-17,1.03787293575648,0.333,0.114,7.61150059385487e-13,"6","SDF4"
"CYBA2",2.2070118067645e-16,0.663910631386975,0.965,0.84,3.02669599179684e-12,"6","CYBA"
"UCP21",4.20474940789438e-16,0.963846668995802,0.764,0.55,5.76639333798635e-12,"6","UCP2"
"BIN21",4.28609480536775e-16,1.23805642239163,0.604,0.356,5.87795041608134e-12,"6","BIN2"
"GLIPR21",7.55302631792058e-16,1.02984287048362,0.458,0.211,1.03582202923963e-11,"6","GLIPR2"
"LAMP1",3.29122653373274e-15,1.08556968756079,0.424,0.191,4.51358806836108e-11,"6","LAMP1"
"NDUFB2",4.26693361022534e-15,1.25336046775306,0.576,0.336,5.85167275306304e-11,"6","NDUFB2"
"C9orf1421",5.81322333349956e-15,0.990101409122234,0.472,0.229,7.9722544795613e-11,"6","C9orf142"
"MYL62",7.69456827781548e-15,0.560488146114963,0.958,0.846,1.05523309361961e-10,"6","MYL6"
"CALR1",8.1997937282344e-15,1.0846958781913,0.507,0.267,1.12451971189007e-10,"6","CALR"
"BSG",1.26924200818301e-14,0.981160805443223,0.472,0.237,1.74063849002218e-10,"6","BSG"
"CCND31",1.6030819622421e-14,0.936446844984448,0.604,0.402,2.19846660301882e-10,"6","CCND3"
"PSME22",1.9699483628981e-14,0.860264425264211,0.757,0.542,2.70158718487846e-10,"6","PSME2"
"ITGB7",7.46288743513377e-14,0.900172771727153,0.333,0.13,1.02346038285425e-09,"6","ITGB7"
"BZW1",8.43424718447466e-14,0.905732453019111,0.368,0.153,1.15667265887885e-09,"6","BZW1"
"PSME1",9.43169014069566e-14,0.618621205093824,0.847,0.732,1.293461985895e-09,"6","PSME1"
"SH3BGRL32",1.19208820379945e-13,0.533620074240856,0.972,0.852,1.63482976269056e-09,"6","SH3BGRL3"
"CMC1",2.07429029102525e-13,0.888549583649653,0.257,0.083,2.84468170511202e-09,"6","CMC1"
"DBI",2.12367906641549e-13,0.867381145439203,0.569,0.344,2.91241347168221e-09,"6","DBI"
"IL2RG2",2.45104359299813e-13,0.98802457279678,0.653,0.428,3.36136118343764e-09,"6","IL2RG"
"CISD3",2.87889271797332e-13,1.03887791080247,0.312,0.118,3.94811347342861e-09,"6","CISD3"
"DRAP11",3.65738064216257e-13,0.747365228548174,0.681,0.454,5.01573181266175e-09,"6","DRAP1"
"ANXA12",4.93644518832961e-13,0.700673487160541,0.819,0.58,6.76984093127523e-09,"6","ANXA1"
"PPP1CA1",5.69241112520731e-13,0.833412294841569,0.694,0.509,7.8065726171093e-09,"6","PPP1CA"
"CYB5B",7.55924652419056e-13,1.08975299432534,0.257,0.087,1.03667506832749e-08,"6","CYB5B"
"PSMB81",1.33950007168622e-12,0.957048500666428,0.667,0.448,1.83699039831048e-08,"6","PSMB8"
"CD164",2.81143205963028e-12,0.887632630577698,0.542,0.333,3.85559792657696e-08,"6","CD164"
"SELT2",5.24654907337355e-12,0.887506383880657,0.493,0.29,7.19511739922449e-08,"6","SELT"
"GNG21",7.03276686759111e-12,0.982412327037852,0.292,0.115,9.64473648221445e-08,"6","GNG2"
"PRMT2",8.47473319577100e-12,0.960284259955347,0.41,0.207,1.16222491046804e-07,"6","PRMT2"
"PPIA1",1.46583539358677e-11,0.628650676433322,0.84,0.737,2.0102466587649e-07,"6","PPIA"
"SUN21",1.81695785132283e-11,0.839299315279959,0.444,0.24,2.49177599730413e-07,"6","SUN2"
"PRDX52",2.57485603746446e-11,0.771146164456567,0.542,0.344,3.53115756977875e-07,"6","PRDX5"
"HSPA51",2.68981154204733e-11,0.850417321763963,0.389,0.189,3.6888075487637e-07,"6","HSPA5"
"CAP12",3.24991746744571e-11,0.849001247810252,0.59,0.404,4.45693681485504e-07,"6","CAP1"
"GCHFR",8.17291387441191e-11,0.944735249223537,0.25,0.094,1.12083340873685e-06,"6","GCHFR"
"PRKCH",1.0629653586942e-10,0.827994056504957,0.285,0.117,1.45775069291323e-06,"6","PRKCH"
"ARL6IP1",2.49853644338748e-10,0.843997196232241,0.368,0.182,3.42649287846159e-06,"6","ARL6IP1"
"PTGER2",2.62507770137299e-10,0.892143342527257,0.299,0.129,3.60003155966292e-06,"6","PTGER2"
"MRPS6",2.67398674267814e-10,1.12750006573066,0.333,0.154,3.66710541890881e-06,"6","MRPS6"
"KLRG11",3.73182959753643e-10,0.68391269857269,0.271,0.106,5.11783111006146e-06,"6","KLRG1"
"SLC9A3R11",3.89266069182604e-10,1.17947783896285,0.326,0.155,5.33839487277023e-06,"6","SLC9A3R1"
"SYTL11",7.3245385560523e-10,0.828873320255177,0.333,0.16,1.00448721757701e-05,"6","SYTL1"
"HNRNPA2B12",7.97458464285249e-10,0.689809987577088,0.729,0.632,1.09363453792079e-05,"6","HNRNPA2B1"
"TMED91",1.19351867713519e-09,0.777862839773678,0.431,0.243,1.6367915138232e-05,"6","TMED9"
"HNRNPA31",1.64362353533414e-09,0.645519084883355,0.5,0.302,2.25406531635724e-05,"6","HNRNPA3"
"MALAT12",1.68532807883593e-09,0.320881789087045,1,1,2.31125892731559e-05,"6","MALAT1"
"POLR2G",2.74097195347454e-09,0.703229990389895,0.417,0.234,3.75896893699499e-05,"6","POLR2G"
"YWHAQ2",2.80539830016062e-09,0.705942452563349,0.465,0.279,3.84732322884027e-05,"6","YWHAQ"
"FDPS",3.48682746569694e-09,0.751950829261913,0.285,0.129,4.78183518645679e-05,"6","FDPS"
"AES2",3.73912201719194e-09,0.672233343935762,0.688,0.482,5.12783193437703e-05,"6","AES"
"BTN3A21",5.3953804208573e-09,0.61957602632632,0.382,0.206,7.3992247091637e-05,"6","BTN3A2"
"ACTG12",6.17936648142422e-09,0.759588961660197,0.924,0.86,8.47438319262518e-05,"6","ACTG1"
"SCP2",6.25452566314557e-09,1.36124749854643,0.444,0.265,8.57745649443784e-05,"6","SCP2"
"ARPC4",6.42068654724375e-09,0.753396849173514,0.479,0.307,8.80532953089008e-05,"6","ARPC4"
"UBC2",6.87213362111583e-09,0.512512852798828,0.924,0.849,9.42444404799825e-05,"6","UBC"
"MYL12B3",8.66054281793089e-09,0.458675848705544,0.812,0.695,0.000118770684205104,"6","MYL12B"
"TMEM50A1",1.13572865759546e-08,0.530296526141555,0.438,0.257,0.000155753828102641,"6","TMEM50A"
"RNF126",1.30561647275098e-08,0.785634020203305,0.312,0.152,0.00017905224307307,"6","RNF126"
"PSMC41",1.46774764720474e-08,1.21092783982018,0.319,0.16,0.000201286912337658,"6","PSMC4"
"SKAP1",1.57233489825309e-08,0.783840376001005,0.285,0.133,0.000215630007946429,"6","SKAP1"
"HSP90B11",2.09967298340482e-08,0.885117940199666,0.403,0.238,0.000287949152944137,"6","HSP90B1"
"FLOT1",2.1707433188712e-08,0.79241806693793,0.25,0.107,0.000297695738749996,"6","FLOT1"
"HDDC2",2.27802682996161e-08,0.744358703211752,0.285,0.135,0.000312408599460935,"6","HDDC2"
"FKBP11",2.56908019343667e-08,0.913491244277179,0.271,0.126,0.000352323657727905,"6","FKBP11"
"RCN2",2.76741980448289e-08,0.702419797109531,0.271,0.125,0.000379523951986784,"6","RCN2"
"JAK1",2.90846476226246e-08,0.709150248754754,0.354,0.191,0.000398866857496674,"6","JAK1"
"ENSA",3.5537581135368e-08,0.719458405917071,0.465,0.304,0.000487362387690436,"6","ENSA"
"EVL2",4.53842358922107e-08,0.635394094355398,0.688,0.524,0.000622399411025778,"6","EVL"
"FLNA2",5.77496226725087e-08,0.961792161608026,0.361,0.204,0.000791978325330784,"6","FLNA"
"SERPINB11",5.79715910024926e-08,0.566419714471616,0.528,0.356,0.000795022399008184,"6","SERPINB1"
"SDF2L1",5.90477880893055e-08,0.696423764590721,0.285,0.136,0.000809781365856736,"6","SDF2L1"
"PPIB1",7.2104748456423e-08,0.616392271576885,0.611,0.469,0.000988844520331385,"6","PPIB"
"EIF3G",7.7316091908034e-08,0.644353284935418,0.674,0.572,0.00106031288442678,"6","EIF3G"
"IRF1",8.13828285717984e-08,0.842238322127467,0.431,0.276,0.00111608411103364,"6","IRF1"
"DSTN2",1.43853785631053e-07,0.696027766932441,0.34,0.19,0.00197281081614426,"6","DSTN"
"EMP32",1.4732365344054e-07,0.577022275180693,0.854,0.727,0.00202039658328357,"6","EMP3"
"DEF6",1.48242069124659e-07,0.619266493060905,0.292,0.148,0.00203299173597558,"6","DEF6"
"SASH3",2.03375178434303e-07,0.723329262824212,0.25,0.116,0.00278908719704803,"6","SASH3"
"CCDC107",2.6659482094076e-07,0.630882381605459,0.312,0.163,0.00365608137438158,"6","CCDC107"
"TAP12",2.71497953948201e-07,0.683740274887878,0.375,0.225,0.00372332294044563,"6","TAP1"
"PSMB92",2.74595499805787e-07,0.576254003658081,0.708,0.579,0.00376580268433657,"6","PSMB9"
"OPTN1",3.21839870002916e-07,0.557770820198652,0.278,0.136,0.00441371197721999,"6","OPTN"
"LYAR1",3.3505115701532e-07,1.30998793491844,0.326,0.174,0.0045948915673081,"6","LYAR"
"GIMAP73",4.32675524329419e-07,0.515055236522278,0.674,0.532,0.00593371214065365,"6","GIMAP7"
"FAM49B1",4.88545615401614e-07,0.745984145277174,0.431,0.296,0.00669991456961773,"6","FAM49B"
"TRAPPC11",5.25123900551835e-07,0.715077984789515,0.583,0.443,0.00720154917216786,"6","TRAPPC1"
"GOLGA7",5.27148237172771e-07,0.602562349028117,0.285,0.149,0.00722931092458738,"6","GOLGA7"
"TBCB1",5.35241693283999e-07,0.492243093538911,0.451,0.299,0.00734030458169676,"6","TBCB"
"WDR11",6.21553698042881e-07,0.81694761616968,0.403,0.255,0.00852398741496007,"6","WDR1"
"PSMD8",7.63750664049632e-07,0.577944257459896,0.444,0.292,0.0104740766067767,"6","PSMD8"
"CDC42SE1",1.01973676961392e-06,0.639520010727979,0.354,0.211,0.0139846700584853,"6","CDC42SE1"
"FGR2",1.11371311847796e-06,0.913147948236256,0.361,0.208,0.0152734617068067,"6","FGR"
"CAPZB1",1.21696178201489e-06,0.461770954391301,0.681,0.553,0.0166894138785522,"6","CAPZB"
"SEPW1",1.32044742309287e-06,0.559457755405101,0.389,0.247,0.0181086159602956,"6","SEPW1"
"RALY1",1.6363533907965e-06,0.485139437417514,0.361,0.22,0.0224409504013832,"6","RALY"
"GHITM",1.76882525977652e-06,0.477967887212109,0.507,0.366,0.0242576696125752,"6","GHITM"
"TBC1D10C",1.92154028879042e-06,0.572839943237282,0.438,0.294,0.0263520035204719,"6","TBC1D10C"
"RNF2131",2.24797791702534e-06,0.649106263321934,0.361,0.22,0.0308287691540855,"6","RNF213"
"MIEN11",2.4895719103602e-06,0.689780819288176,0.306,0.174,0.0341419891786798,"6","MIEN1"
"CD972",2.59961625608417e-06,0.68809089293867,0.361,0.218,0.0356511373359384,"6","CD97"
"ARPC51",2.59979947607126e-06,0.442127089181017,0.646,0.521,0.0356536500148413,"6","ARPC5"
"RASSF51",2.6051925353008e-06,0.718109832456506,0.306,0.176,0.0357276104291152,"6","RASSF5"
"MAP1LC3B",2.88395708026622e-06,0.603064582295265,0.382,0.244,0.0395505873987709,"6","MAP1LC3B"
"DCTN31",2.93565370233803e-06,0.555556303166518,0.361,0.226,0.0402595548738637,"6","DCTN3"
"DDOST",2.98505905391647e-06,0.903214469648998,0.312,0.182,0.0409370998654104,"6","DDOST"
"ATP6AP21",3.34981701660254e-06,0.644237375448305,0.382,0.245,0.0459393905656872,"6","ATP6AP2"
"P4HB1",4.80900297999647e-06,0.723492299859512,0.368,0.23,0.0659506668676716,"6","P4HB"
"HLA-F1",5.53388483691257e-06,0.970338815423179,0.451,0.326,0.075891696653419,"6","HLA-F"
"LCP12",5.54071242824567e-06,0.756768749791482,0.5,0.381,0.0759853302409612,"6","LCP1"
"SRI1",7.80873335293537e-06,0.537645372478323,0.396,0.26,0.107088969202156,"6","SRI"
"OSTF11",7.99548292752565e-06,0.726319656617454,0.438,0.304,0.109650052868087,"6","OSTF1"
"HMOX2",8.19906317016651e-06,0.780165286509821,0.299,0.177,0.112441952315664,"6","HMOX2"
"HMGN3",9.10077384565936e-06,0.609142733065344,0.361,0.231,0.124808012519372,"6","HMGN3"
"ACTR31",9.38421994000972e-06,0.477118512797626,0.535,0.408,0.128695192257293,"6","ACTR3"
"LSM1",9.48365541006234e-06,0.675311880038887,0.271,0.149,0.130058850293595,"6","LSM1"
"DDIT41",9.72325374765192e-06,0.599372665815141,0.347,0.215,0.133344701895298,"6","DDIT4"
"MIR1421",9.80544376287401e-06,0.764041995182843,0.285,0.161,0.134471855764054,"6","MIR142"
"ENO11",1.00525117974096e-05,0.335621852502203,0.688,0.559,0.137860146789675,"6","ENO1"
"DENND2D",1.02552847837215e-05,0.835770266183098,0.278,0.153,0.140640975523956,"6","DENND2D"
"BAX1",1.0638889475334e-05,0.759149071319193,0.417,0.3,0.14590173026473,"6","BAX"
"RAB7A",1.08928803640792e-05,0.595471212008597,0.424,0.307,0.149384961312982,"6","RAB7A"
"PSENEN1",1.16007308008145e-05,0.565939538691934,0.25,0.135,0.15909242220237,"6","PSENEN"
"CHCHD21",1.18858465131532e-05,0.368041757303821,0.764,0.711,0.163002499081383,"6","CHCHD2"
"PAIP2",1.41717790588862e-05,0.519149235385896,0.438,0.31,0.194351778013565,"6","PAIP2"
"CNPY2",1.44473963346694e-05,0.645515622124495,0.292,0.172,0.198131593333656,"6","CNPY2"
"SIGIRR",1.65314838993349e-05,0.755291304227403,0.347,0.22,0.226712770195479,"6","SIGIRR"
"PSMB1",1.74176486006252e-05,0.577142241847208,0.569,0.462,0.238865632908975,"6","PSMB1"
"SH3GLB11",1.83139426588325e-05,0.549957855533024,0.25,0.136,0.251157409623228,"6","SH3GLB1"
"CD47",2.02574283328422e-05,0.476889668556033,0.368,0.241,0.277810372156597,"6","CD47"
"RBM8A",2.23675504221861e-05,0.784320226862391,0.438,0.309,0.30674858648986,"6","RBM8A"
"RBM39",2.49816472373739e-05,0.483144315576083,0.465,0.347,0.342598310213345,"6","RBM39"
"SRSF2",2.5180437659767e-05,0.918789897457836,0.507,0.388,0.345324522066045,"6","SRSF2"
"DNAJB6",2.69119116883962e-05,0.532392557074113,0.299,0.178,0.369069956894665,"6","DNAJB6"
"C19orf10",2.78073492445624e-05,0.680839092927447,0.333,0.212,0.381349987539929,"6","C19orf10"
"TBCC",3.29795987166152e-05,0.447219942539207,0.271,0.153,0.452282216799661,"6","TBCC"
"SPCS22",3.43373220348581e-05,0.520476281026155,0.41,0.299,0.470902034386043,"6","SPCS2"
"C19orf66",3.52702420393972e-05,0.626254600560041,0.278,0.163,0.483696099328293,"6","C19orf66"
"TMEM591",3.61659732516715e-05,0.481983658865721,0.5,0.393,0.495980157173423,"6","TMEM59"
"NOP102",3.69362577027524e-05,0.557264608765125,0.417,0.289,0.506543838135546,"6","NOP10"
"ZFAND61",3.75378551631357e-05,0.612226189853851,0.271,0.158,0.514794145707242,"6","ZFAND6"
"WIPF11",4.1463985096306e-05,0.731387087826623,0.312,0.202,0.568637091610741,"6","WIPF1"
"MSN2",4.23159591242753e-05,0.577669211630052,0.403,0.279,0.580321063430312,"6","MSN"
"HSP90AA12",4.32144402219855e-05,0.609285021506194,0.625,0.532,0.59264283320431,"6","HSP90AA1"
"PSMA5",4.34970959094968e-05,0.550598285195785,0.382,0.263,0.59651917330284,"6","PSMA5"
"EMC4",4.41372554463429e-05,0.555053701435111,0.319,0.204,0.605298321191147,"6","EMC4"
"KLF2",4.50620556772774e-05,0.585228662643739,0.715,0.605,0.617981031558182,"6","KLF2"
"TPI12",4.61974016477917e-05,0.419360503034487,0.611,0.502,0.633551166197816,"6","TPI1"
"TCF251",5.00639455987991e-05,0.594214171969874,0.361,0.249,0.686576949941931,"6","TCF25"
"CFLAR1",5.29608254006305e-05,0.546761477208955,0.306,0.191,0.726304759544246,"6","CFLAR"
"ACP11",5.71009890065566e-05,0.653084942475668,0.347,0.231,0.783082963235917,"6","ACP1"
"LSP11",6.29179721841711e-05,0.35738576028684,0.66,0.54,0.862857070533723,"6","LSP1"
"CDC42",6.47528714916609e-05,0.542965021327745,0.465,0.369,0.888020879636637,"6","CDC42"
"DOK23",6.62313899778957e-05,0.586536298559663,0.354,0.235,0.908297282156862,"6","DOK2"
"KDELR21",6.81962149379384e-05,0.527966472591321,0.285,0.173,0.935242891658887,"6","KDELR2"
"RPA21",6.95918577324577e-05,0.456025549697003,0.292,0.176,0.954382736942925,"6","RPA2"
"IMP31",6.995863500562e-05,0.473200561512342,0.326,0.209,0.959412720467073,"6","IMP3"
"SRSF91",9.12552456337966e-05,0.50947452111001,0.41,0.301,1,"6","SRSF9"
"PDIA6",9.17115597075913e-05,0.508035709813391,0.347,0.234,1,"6","PDIA6"
"NDUFB71",0.000106899062304305,0.69549530256961,0.382,0.281,1,"6","NDUFB7"
"ARHGDIB1",0.000111243111375823,0.429168094030685,0.944,0.913,1,"6","ARHGDIB"
"PDAP1",0.000117073038404285,0.514209502673619,0.285,0.179,1,"6","PDAP1"
"PIM12",0.000120336689231144,0.709375285910657,0.292,0.179,1,"6","PIM1"
"STK17A3",0.000122290296551722,0.604498729902024,0.438,0.312,1,"6","STK17A"
"MAF1",0.000135127487111018,0.394323253389911,0.333,0.222,1,"6","MAF1"
"NDUFA6",0.000138597869191523,0.579979022956095,0.264,0.161,1,"6","NDUFA6"
"SRSF3",0.000147696012418401,0.937027575588153,0.556,0.47,1,"6","SRSF3"
"C11orf581",0.000163687301265374,0.420710584591214,0.479,0.384,1,"6","C11orf58"
"CHMP2A2",0.000190924129037414,0.662059010360768,0.361,0.259,1,"6","CHMP2A"
"BANF1",0.000194731982805172,0.497512391461054,0.347,0.239,1,"6","BANF1"
"POLR2L1",0.000201656536492111,0.490716502456176,0.451,0.353,1,"6","POLR2L"
"VDAC3",0.000212920436070235,0.307205652847954,0.264,0.165,1,"6","VDAC3"
"POLR3GL",0.000254358932354692,0.536500253845966,0.299,0.202,1,"6","POLR3GL"
"ARL6IP52",0.000258649845852693,0.256644179915861,0.542,0.451,1,"6","ARL6IP5"
"UBE2L3",0.000269228966513848,0.560844143611696,0.333,0.233,1,"6","UBE2L3"
"DDX53",0.00028384107975395,0.275437571759007,0.896,0.809,1,"6","DDX5"
