"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GIMAP51",7.98702693716467e-18,0.581217889800167,0.458,0.248,1.09534087416276e-13,"2","GIMAP5"
"IFITM1",8.91820988383939e-18,0.498222136183837,0.665,0.436,1.22304330346973e-13,"2","IFITM1"
"ACAP11",1.14843714237863e-17,0.325838575422969,0.498,0.26,1.57496669705806e-13,"2","ACAP1"
"CD52",2.64974607322325e-17,0.340619576910822,0.979,0.877,3.63386176481836e-13,"2","CD52"
"IL2RG",3.18665212271993e-17,0.382057026638591,0.65,0.395,4.37017472109811e-13,"2","IL2RG"
"YWHAQ",3.96159318658044e-17,0.536424558196374,0.462,0.252,5.43292889607642e-13,"2","YWHAQ"
"RPL36A1",7.23199211743317e-17,0.313033268485787,0.964,0.895,9.91795398984785e-13,"2","RPL36A"
"RPSAP581",4.61676398422679e-16,0.395500160650749,0.864,0.708,6.33143012796862e-12,"2","RPSAP58"
"TNFAIP3",5.61449165042325e-16,0.608117170819503,0.29,0.133,7.69971384939045e-12,"2","TNFAIP3"
"GIMAP4",1.48053345659201e-15,0.684163663551309,0.631,0.422,2.03040358237028e-11,"2","GIMAP4"
"CRIP11",2.60498197632215e-15,0.427100719402972,0.549,0.331,3.5724722823282e-11,"2","CRIP1"
"ARL6IP5",5.25897744643224e-15,0.380699762239802,0.631,0.417,7.21216167003718e-11,"2","ARL6IP5"
"RPL171",5.81096514281769e-15,0.277684743081538,0.992,0.956,7.96915759686018e-11,"2","RPL17"
"ITM2B",1.10748920824044e-14,0.317513312031461,0.913,0.767,1.51881070018094e-10,"2","ITM2B"
"PEBP11",1.36827879901433e-14,0.479804453278875,0.549,0.345,1.87645754496826e-10,"2","PEBP1"
"CD691",1.70045999745192e-14,0.575427470721017,0.523,0.325,2.33201084050556e-10,"2","CD69"
"RPS211",1.90097675354863e-14,0.28892948749395,0.962,0.844,2.6069995198166e-10,"2","RPS21"
"OCIAD21",2.47213677813141e-14,0.561002553936004,0.375,0.194,3.39028837752941e-10,"2","OCIAD2"
"SEPT11",3.07532567474232e-14,0.375829848294845,0.381,0.201,4.21750163034162e-10,"2","SEPT1"
"MZT2A1",3.16588563931775e-14,0.568865844543862,0.415,0.228,4.34169556576037e-10,"2","MZT2A"
"LIMS1",4.08445879682855e-14,0.453196546704457,0.271,0.13,5.60142679397068e-10,"2","LIMS1"
"TXN",4.40232312928951e-14,0.405897613677949,0.333,0.172,6.03734593950764e-10,"2","TXN"
"RPS261",4.68341319557021e-14,0.262266519135784,0.992,0.898,6.42283285640498e-10,"2","RPS26"
"LEF11",7.77416825587861e-14,0.388874604723001,0.29,0.138,1.06614943461119e-09,"2","LEF1"
"FOS",1.36994815412491e-13,0.297738223925091,0.972,0.908,1.8787468985669e-09,"2","FOS"
"FYB1",2.46331335003128e-13,0.401824073316588,0.521,0.337,3.3781879282329e-09,"2","FYB"
"TMEM1231",4.07124118883924e-13,0.32480932277306,0.597,0.391,5.58330016637413e-09,"2","TMEM123"
"TSTD1",9.94579415683854e-13,0.373873487468348,0.364,0.196,1.36396621066884e-08,"2","TSTD1"
"TRAF3IP31",1.97614477864862e-12,0.325775131550241,0.65,0.446,2.71008494943871e-08,"2","TRAF3IP3"
"ISG20",2.7183723380445e-12,0.350553790179545,0.642,0.422,3.72797582439423e-08,"2","ISG20"
"PIK3IP11",3.92519862777207e-12,0.40842729263979,0.39,0.222,5.38301739812661e-08,"2","PIK3IP1"
"SOD11",5.78729222713771e-12,0.391467355135176,0.672,0.478,7.93669256029665e-08,"2","SOD1"
"ANKRD12",7.18446003101899e-12,0.396458525856379,0.441,0.26,9.85276848653944e-08,"2","ANKRD12"
"ILF3-AS1",1.09531633183699e-11,0.373130688344747,0.271,0.139,1.50211681748124e-07,"2","ILF3-AS1"
"BIN1",1.14505412234994e-11,0.381983182436948,0.383,0.222,1.5703272233907e-07,"2","BIN1"
"HNRNPF",1.96652123913321e-11,0.409900276364882,0.538,0.347,2.69688722734728e-07,"2","HNRNPF"
"PRKCQ-AS11",2.5624815391979e-11,0.305010105361736,0.286,0.143,3.514187182856e-07,"2","PRKCQ-AS1"
"PIM1",3.3408635924289e-11,0.328531974156779,0.305,0.159,4.58166033065699e-07,"2","PIM1"
"DNAJB11",4.58228667621372e-11,0.392738191929024,0.432,0.262,6.2841479477595e-07,"2","DNAJB1"
"TCF71",7.34253174406183e-11,0.51591053506908,0.352,0.207,1.00695480338064e-06,"2","TCF7"
"RHOH1",1.05485853189555e-10,0.311703000074648,0.388,0.22,1.44663299064156e-06,"2","RHOH"
"DDX51",1.08930948723587e-10,0.298988743674885,0.917,0.791,1.49387903079527e-06,"2","DDX5"
"RARRES3",1.70139784209154e-10,0.324883420495164,0.627,0.438,2.33329700064434e-06,"2","RARRES3"
"SOCS3",6.05020521158446e-10,0.387325625652555,0.278,0.153,8.29725142716693e-06,"2","SOCS3"
"PDCD5",8.2692629575063e-10,0.450100793226199,0.288,0.164,1.13404672199241e-05,"2","PDCD5"
"KLF61",1.01922594892017e-09,0.357633077602315,0.79,0.62,1.39776646634912e-05,"2","KLF6"
"COX6C",1.49449379491045e-09,0.347722710625927,0.604,0.417,2.04954879034019e-05,"2","COX6C"
"TUBA4A",1.84214493946644e-09,0.338700051338843,0.369,0.226,2.52631756998427e-05,"2","TUBA4A"
"PPA11",1.86493672217369e-09,0.42127396469686,0.449,0.287,2.557574220789e-05,"2","PPA1"
"TECR",2.26912855151301e-09,0.278957708434895,0.328,0.185,3.11188289554494e-05,"2","TECR"
"LEPROTL11",2.41879747964288e-09,0.467993641074939,0.379,0.234,3.31713886358225e-05,"2","LEPROTL1"
"ADD3",5.05269326970474e-09,0.301110037630089,0.299,0.17,6.92926355007308e-05,"2","ADD3"
"ABRACL",6.50653797516484e-09,0.314277061349553,0.405,0.255,8.92306617914106e-05,"2","ABRACL"
"RWDD1",8.11026544170843e-09,0.447854754992128,0.375,0.232,0.000111224180267589,"2","RWDD1"
"SKP1",9.4402182207996e-09,0.364641618589242,0.604,0.437,0.000129463152680046,"2","SKP1"
"RAN",1.37514158613348e-08,0.312849704733949,0.61,0.457,0.000188586917122346,"2","RAN"
"MYL12B",1.65362092095286e-08,0.289814142556157,0.824,0.675,0.000226777573099475,"2","MYL12B"
"DUSP2",1.90128385395315e-08,0.304289064050416,0.377,0.234,0.000260742067731135,"2","DUSP2"
"HMGN1",2.15302214861525e-08,0.252220300366372,0.689,0.496,0.000295265457461096,"2","HMGN1"
"DSTN",2.2323098105688e-08,0.279111871940223,0.303,0.176,0.000306138967421405,"2","DSTN"
"SEPT9",2.63424715561343e-08,0.34694255743848,0.466,0.311,0.000361260654920826,"2","SEPT9"
"TSC22D3",3.84844882711261e-08,0.30582075320476,0.847,0.733,0.000527776272150223,"2","TSC22D3"
"SBDS",4.08336694626862e-08,0.301359773672774,0.305,0.185,0.000559992943011278,"2","SBDS"
"SLC2A31",4.62187076537203e-08,0.609729305259833,0.354,0.23,0.00063384335676312,"2","SLC2A3"
"CCNL1",5.69141066621511e-08,0.250096449093273,0.381,0.241,0.00078052005876474,"2","CCNL1"
"KARS",8.34929806066778e-08,0.321878125837314,0.301,0.185,0.00114502273603998,"2","KARS"
"LDHA",8.65656472144866e-08,0.291978357062939,0.614,0.467,0.00118716128589947,"2","LDHA"
"MZT2B1",1.10694634223262e-07,0.294233512300905,0.5,0.349,0.00151806621373782,"2","MZT2B"
"BTG21",1.86404046318643e-07,0.297914338474414,0.481,0.336,0.00255634509121387,"2","BTG2"
"NSMCE1",2.56629615109037e-07,0.446988627112313,0.275,0.172,0.00351941854160534,"2","NSMCE1"
"PSMC5",3.16266003351954e-07,0.450213853337715,0.398,0.265,0.00433727196996869,"2","PSMC5"
"IL10RA",3.45589336934795e-07,0.341103782366734,0.303,0.192,0.00473941216672379,"2","IL10RA"
"ACTG1",4.71993279475316e-07,0.277006429140686,0.936,0.848,0.00647291583472448,"2","ACTG1"
"MIF",5.37577578235021e-07,0.303414666589093,0.532,0.39,0.00737233890791508,"2","MIF"
"DDIT4",7.63569224596079e-07,0.374175237638701,0.316,0.202,0.0104715883461106,"2","DDIT4"
"HSP90AA1",1.14833907827596e-06,0.287535494477093,0.648,0.513,0.0157483221194766,"2","HSP90AA1"
"IER2",1.65514858845627e-06,0.302130163845817,0.748,0.612,0.0226987077420892,"2","IER2"
"SNRPD21",1.72889336164677e-06,0.254794454009721,0.682,0.544,0.0237100435616239,"2","SNRPD2"
"DUT",2.05269426023806e-06,0.27069146424467,0.358,0.24,0.0281506490849047,"2","DUT"
"DDX18",3.69955699629586e-06,0.261745240701643,0.254,0.157,0.0507357246472014,"2","DDX18"
"TAP1",5.18829519700609e-06,0.362607717627049,0.318,0.214,0.0711522803317415,"2","TAP1"
"MATR3",7.71584530121854e-06,0.281346526928163,0.267,0.174,0.105815102460911,"2","MATR3"
"HSPE1",7.90435789488459e-06,0.276941718685435,0.299,0.192,0.108400364170447,"2","HSPE1"
"TRAM1",1.08936817620107e-05,0.364180259352119,0.278,0.181,0.149395951684214,"2","TRAM1"
"GTF3A",1.60141560950407e-05,0.283769631850199,0.636,0.498,0.219618136687388,"2","GTF3A"
"TRMT112",4.91534834520674e-05,0.256020089793495,0.492,0.354,0.674090872061652,"2","TRMT112"
"EIF3E1",8.76938487740366e-05,0.257791343616836,0.47,0.355,1,"2","EIF3E"
"DOK21",0.000133968306720455,0.337298975343759,0.316,0.225,1,"2","DOK2"
"KHDRBS1",0.000160194569569805,0.33137409394268,0.32,0.228,1,"2","KHDRBS1"
"EWSR1",0.000189619175534944,0.373938168530614,0.265,0.181,1,"2","EWSR1"
"ACP1",0.000253712120578819,0.290446522292006,0.318,0.219,1,"2","ACP1"
"GPSM3",0.000263187479699148,0.275826382636217,0.763,0.645,1,"2","GPSM3"
"DYNLRB1",0.000522794753012546,0.256721316954851,0.364,0.265,1,"2","DYNLRB1"
"TMEM14B",0.000537799693744381,0.267781379873965,0.314,0.224,1,"2","TMEM14B"
"PDIA3",0.0008333894877519,0.270681888409496,0.419,0.32,1,"2","PDIA3"
"RPS27L",0.00271658970830325,0.350453706762172,0.284,0.209,1,"2","RPS27L"
"NSA2",0.00541687001690964,0.623688582435036,0.28,0.213,1,"2","NSA2"
"FUS",0.00655980924565969,0.439220239343704,0.337,0.266,1,"2","FUS"
"CD79A",0,4.31017162950471,0.936,0.041,0,"3","CD79A"
"MS4A1",0,3.3781495320653,0.855,0.053,0,"3","MS4A1"
"CD79B",2.65597388082529e-274,3.48190840641976,0.916,0.142,3.6424025801638e-270,"3","CD79B"
"LINC00926",2.39762509409901e-272,2.84267675546408,0.564,0.009,3.28810305404738e-268,"3","LINC00926"
"TCL1A",9.48178348771665e-271,3.59157945560685,0.622,0.022,1.30033178750546e-266,"3","TCL1A"
"HLA-DQA1",2.94239518126968e-266,3.05789577399581,0.89,0.118,4.03520075159324e-262,"3","HLA-DQA1"
"VPREB3",2.74501570039047e-237,2.42480646831789,0.488,0.007,3.76451453151549e-233,"3","VPREB3"
"HLA-DQB1",1.17193186890855e-229,3.0768221401113,0.863,0.147,1.60718736502119e-225,"3","HLA-DQB1"
"CD74",5.25573613251938e-185,2.92095674163552,1,0.821,7.20771653213708e-181,"3","CD74"
"HLA-DRA1",1.95194498795634e-183,2.76315203925348,1,0.494,2.67689735648333e-179,"3","HLA-DRA"
"FCER2",2.42006606061893e-170,2.0984575742418,0.381,0.009,3.3188785955328e-166,"3","FCER2"
"HLA-DPB11",2.40627880579874e-165,2.3472044843217,0.985,0.449,3.29997075427239e-161,"3","HLA-DPB1"
"BANK1",3.30065459943686e-159,2.07560708901763,0.483,0.037,4.52651771766771e-155,"3","BANK1"
"HLA-DRB11",5.21401529283008e-154,2.05381540096317,0.983,0.381,7.15050057258717e-150,"3","HLA-DRB1"
"HLA-DPA11",4.61921320379531e-142,1.98817546704118,0.977,0.421,6.33478898768488e-138,"3","HLA-DPA1"
"TSPAN13",4.00716484177571e-138,1.66589841227923,0.311,0.007,5.49542586401121e-134,"3","TSPAN13"
"HLA-DQA2",3.74662820602971e-137,2.10452476895122,0.523,0.065,5.13812592174915e-133,"3","HLA-DQA2"
"FCRLA",7.08341124993854e-135,1.72598445685079,0.297,0.006,9.71419018816571e-131,"3","FCRLA"
"CD37",9.11845573872829e-130,1.91527222366121,0.962,0.741,1.2505050200092e-125,"3","CD37"
"HLA-DRB51",1.08036565911297e-119,1.88017925812413,0.852,0.276,1.48161346490752e-115,"3","HLA-DRB5"
"HVCN1",2.2559761388977e-119,1.86002012238197,0.491,0.068,3.0938456768843e-115,"3","HVCN1"
"PKIG",7.43733395087428e-116,1.49425796315921,0.276,0.008,1.0199559780229e-111,"3","PKIG"
"HLA-DOB",1.14716305419288e-114,1.51211909215965,0.288,0.011,1.57321941252011e-110,"3","HLA-DOB"
"BLK",1.49145634823156e-101,1.47828914638818,0.282,0.015,2.04538323596477e-97,"3","BLK"
"HLA-DMA1",5.30175079184065e-101,1.94565293807456,0.695,0.201,7.27082103593026e-97,"3","HLA-DMA"
"PDLIM1",2.75149105335357e-98,1.39561623919538,0.317,0.024,3.77339483056909e-94,"3","PDLIM1"
"GNG7",3.05733999079623e-98,1.44316526596078,0.288,0.018,4.19283606337795e-94,"3","GNG7"
"CD72",9.25292295036691e-98,1.56159976565194,0.265,0.013,1.26894585341332e-93,"3","CD72"
"HLA-DMB1",1.38542098238373e-92,1.86810312000224,0.549,0.126,1.89996633524105e-88,"3","HLA-DMB"
"P2RX5",3.8670523339695e-87,1.60160023957803,0.273,0.02,5.30327557080578e-83,"3","P2RX5"
"CD40",2.4775735563188e-84,1.32752564502191,0.291,0.026,3.3977443751356e-80,"3","CD40"
"EAF2",1.70670630286118e-74,1.67602928281808,0.352,0.056,2.34057702374383e-70,"3","EAF2"
"PPAPDC1B",6.54295097926382e-71,1.52430242934676,0.314,0.044,8.9730029729624e-67,"3","PPAPDC1B"
"IRF8",3.85473313339085e-69,1.74344283288331,0.375,0.071,5.28638101913221e-65,"3","IRF8"
"RPL18A1",1.79702422647021e-66,0.602815098570612,1,0.993,2.46443902418125e-62,"3","RPL18A"
"CYB561A3",1.3839090720709e-61,1.40304082595006,0.326,0.058,1.89789290143803e-57,"3","CYB561A3"
"QRSL1",3.295027656438e-61,1.34151698460826,0.27,0.037,4.51880092803907e-57,"3","QRSL1"
"MARCH1",2.24367473450346e-57,1.37486704389146,0.282,0.045,3.07697553089804e-53,"3","MARCH1"
"MEF2C",8.51896215096543e-55,1.33327249380206,0.267,0.042,1.1682904693834e-50,"3","MEF2C"
"RPS231",1.60961977292848e-52,0.631022630595519,1,0.98,2.20743255659412e-48,"3","RPS23"
"SMIM14",3.8495899586765e-52,1.48713656765893,0.323,0.069,5.27932766932895e-48,"3","SMIM14"
"RPS11",4.30487619999513e-51,0.683265698052105,0.991,0.943,5.90370722067332e-47,"3","RPS11"
"RPS51",9.2708513043179e-50,0.565871632176806,1,0.976,1.27140454787416e-45,"3","RPS5"
"LY861",5.01291849466356e-49,1.2557940627758,0.465,0.151,6.8747164235816e-45,"3","LY86"
"PLEKHF2",7.75507120787561e-49,1.31508068129053,0.294,0.06,1.06353046544806e-44,"3","PLEKHF2"
"SNX2",6.86371482237248e-46,1.32546110917089,0.471,0.176,9.41289850740161e-42,"3","SNX2"
"LTB2",9.73383757672858e-45,0.737073995204604,0.936,0.669,1.33489848527256e-40,"3","LTB"
"ISG201",2.46549473383095e-39,1.20612266262706,0.695,0.427,3.38117947797577e-35,"3","ISG20"
"NCF11",2.5124332357631e-38,1.17029428698473,0.392,0.132,3.44555093952552e-34,"3","NCF1"
"CXCR41",9.69740706028589e-38,1.11247561383403,0.811,0.569,1.32990240424761e-33,"3","CXCR4"
"RPL13A1",1.39927849572445e-36,0.410946876414448,1,0.999,1.9189705290365e-32,"3","RPL13A"
"SNHG7",1.1117270794839e-35,1.15630183721071,0.5,0.231,1.52462251680422e-31,"3","SNHG7"
"LAPTM5",1.60807939153094e-35,1.0183734483122,0.872,0.781,2.20532007754553e-31,"3","LAPTM5"
"RPS81",7.39113238775133e-35,0.436958217149098,1,0.986,1.01361989565622e-30,"3","RPS8"
"RPL151",1.40144388978692e-33,0.378081240354606,1,0.995,1.92194015045378e-29,"3","RPL15"
"RPL8",3.14680268279265e-31,0.43084424868387,1,0.986,4.31552519918184e-27,"3","RPL8"
"LAT2",2.05314848314741e-29,1.27498935481918,0.25,0.069,2.81568782978836e-25,"3","LAT2"
"FAIM3",4.3165157188514e-29,1.14224404857924,0.41,0.178,5.91966965683281e-25,"3","FAIM3"
"RPL181",1.02437136344517e-26,0.375314668665164,0.994,0.982,1.4048228878287e-22,"3","RPL18"
"RPS272",1.69941018396623e-24,0.372496664994772,0.997,0.993,2.33057112629128e-20,"3","RPS27"
"RPL10A1",4.62209608344298e-24,0.370083663527529,0.997,0.985,6.3387425688337e-20,"3","RPL10A"
"PTPRCAP",1.2999927403886e-23,0.716868723206824,0.843,0.612,1.78281004416893e-19,"3","PTPRCAP"
"STX7",9.73434147554648e-23,0.994611193216079,0.273,0.102,1.33496758995644e-18,"3","STX7"
"CD521",1.00468831339009e-21,0.542559642720096,0.953,0.886,1.37782955298317e-17,"3","CD52"
"GNB2L1",9.95346677967505e-21,0.440435667708648,0.997,0.978,1.36501843416464e-16,"3","GNB2L1"
"SYPL1",1.17812408838646e-20,0.903214703840769,0.297,0.122,1.61567937481319e-16,"3","SYPL1"
"RPSA2",8.94316577229338e-20,0.432575449468403,0.988,0.954,1.22646575401231e-15,"3","RPSA"
"RPL121",1.89854440827665e-19,0.354673749382621,0.997,0.991,2.6036638015106e-15,"3","RPL12"
"LIMD2",1.22427850956703e-18,0.574257958460466,0.756,0.643,1.67897554802022e-14,"3","LIMD2"
"RPL29",1.18814665379558e-17,0.327417719200137,0.997,0.985,1.62942432101526e-13,"3","RPL29"
"BIRC3",4.27906038010517e-17,0.855005620034416,0.262,0.111,5.86830340527623e-13,"3","BIRC3"
"FAU",2.8581190782199e-16,0.308475391781911,0.994,0.983,3.91962450387076e-12,"3","FAU"
"RPS182",6.41174337807629e-16,0.273912027527603,1,0.997,8.79306486869383e-12,"3","RPS18"
"RPL23A2",1.69362833659779e-15,0.29255041264591,1,0.99,2.32264190081021e-11,"3","RPL23A"
"RPS212",2.36037549488975e-15,0.442102069024704,0.907,0.859,3.23701895369181e-11,"3","RPS21"
"PRKCB",3.84929163166316e-15,0.861883647800647,0.265,0.121,5.27891854366286e-11,"3","PRKCB"
"RPL91",9.89556927497899e-15,0.306677693772296,0.997,0.975,1.35707837037062e-10,"3","RPL9"
"RPS131",1.21432572616289e-14,0.338182102206262,0.997,0.963,1.66532630085979e-10,"3","RPS13"
"SNX31",1.21702528166763e-14,0.797332155567957,0.581,0.449,1.66902847127899e-10,"3","SNX3"
"EEF2",2.53875572171971e-14,0.56255818615774,0.866,0.833,3.4816495967664e-10,"3","EEF2"
"FAM26F1",2.93668932503828e-14,0.850455220706693,0.366,0.209,4.0273757403575e-10,"3","FAM26F"
"RPL211",9.33626571367223e-14,0.28249101141957,1,0.992,1.28037547997301e-09,"3","RPL21"
"RPS191",2.48371449259129e-13,0.255269010899189,1,0.993,3.40616605513969e-09,"3","RPS19"
"POLD4",2.75078845936524e-13,0.8210537029972,0.485,0.328,3.77243129317349e-09,"3","POLD4"
"RPL37A1",6.76115093428458e-13,0.321604796825294,0.977,0.952,9.27224239127788e-09,"3","RPL37A"
"PLAC8",7.42373471040702e-13,0.675766984185798,0.576,0.441,1.01809097818522e-08,"3","PLAC8"
"EEF1B21",8.586039183476e-13,0.472024722977895,0.913,0.884,1.1774894136219e-08,"3","EEF1B2"
"GLTSCR21",3.567005631294e-12,0.359060226291279,0.89,0.825,4.89179152275659e-08,"3","GLTSCR2"
"RPL371",5.3042456789142e-12,0.295662487813892,0.968,0.952,7.27424252406293e-08,"3","RPL37"
"RPL351",5.71226049905156e-12,0.29902199390746,0.98,0.97,7.83379404839931e-08,"3","RPL35"
"RPL22L1",8.60559648307257e-12,0.94778103782731,0.323,0.182,1.18017150168857e-07,"3","RPL22L1"
"RPL51",2.00497621788022e-11,0.276889091690327,0.988,0.972,2.74962438520094e-07,"3","RPL5"
"RCSD1",2.97371771390139e-11,0.706328028929076,0.328,0.199,4.07815647284437e-07,"3","RCSD1"
"SEC62",3.16242143784164e-11,0.747763387623268,0.337,0.205,4.33694475985603e-07,"3","SEC62"
"RPS3A1",6.53013070357599e-11,0.277709500480846,0.991,0.979,8.95542124688412e-07,"3","RPS3A"
"PNISR",1.31234782777673e-10,0.684688473963409,0.477,0.357,1.79975381101301e-06,"3","PNISR"
"BLOC1S2",5.98226464405081e-10,0.726438359512573,0.262,0.147,8.20407773285128e-06,"3","BLOC1S2"
"RPL271",7.1910865715186e-10,0.270252730070583,0.977,0.955,9.8618561241806e-06,"3","RPL27"
"HMGN11",2.09571422930721e-09,0.44093950587302,0.622,0.517,2.87406249407191e-05,"3","HMGN1"
"TMEM243",3.22819989480293e-09,0.636981403393134,0.305,0.189,4.42715333573273e-05,"3","TMEM243"
"RNASEH2B",4.0589571700704e-09,0.535120244021745,0.265,0.152,5.56645386303454e-05,"3","RNASEH2B"
"POU2F21",4.21750986874935e-09,0.566924823094684,0.259,0.145,5.78389303400285e-05,"3","POU2F2"
"CD692",5.22818729882763e-09,0.669874860067796,0.468,0.345,7.16993606161222e-05,"3","CD69"
"RPSAP582",9.75204184587776e-09,0.346510418771908,0.82,0.723,0.000133739501874368,"3","RPSAP58"
"DRAM2",1.17568652180486e-08,0.516077106033733,0.253,0.148,0.000161233649600319,"3","DRAM2"
"SELL1",4.68369124808154e-08,0.857159544625969,0.573,0.458,0.000642321417761903,"3","SELL"
"EIF4A21",6.56009176685552e-08,0.392583233628649,0.701,0.632,0.000899650984906566,"3","EIF4A2"
"TSC22D31",7.22550531987093e-08,0.380211208078062,0.791,0.748,0.000990905799567099,"3","TSC22D3"
"ZFP36L1",3.16076835193339e-07,0.510266864387211,0.326,0.23,0.00433467771784146,"3","ZFP36L1"
"ATP6V1G1",3.46848471003742e-07,0.379140564230269,0.654,0.602,0.00475667993134532,"3","ATP6V1G1"
"SP100",4.3332337354077e-07,0.53593825760691,0.358,0.256,0.00594259674473812,"3","SP100"
"CD53",6.0096151077543e-07,0.537396309125656,0.608,0.539,0.00824158615877424,"3","CD53"
"DCK",9.9823201150782e-07,0.625731603892429,0.267,0.18,0.0136897538058182,"3","DCK"
"PAPOLA",1.0798079733499e-06,0.659797218791602,0.294,0.207,0.0148084865465205,"3","PAPOLA"
"BTG11",1.10334587411824e-06,0.294097917131916,0.913,0.876,0.0151312853176575,"3","BTG1"
"EZR",2.61968391513871e-06,0.626087327437535,0.273,0.186,0.0359263452122123,"3","EZR"
"CCNI",3.13131343913109e-06,0.407308569815865,0.669,0.625,0.0429428325042437,"3","CCNI"
"ANAPC16",3.62409014858465e-06,0.581651907433002,0.535,0.474,0.0497007722976898,"3","ANAPC16"
"HERPUD1",3.90821886556494e-06,0.504656298568035,0.288,0.201,0.0535973135223576,"3","HERPUD1"
"PTPN6",9.61316151910845e-06,0.519177749488463,0.372,0.284,0.131834897073053,"3","PTPN6"
"ERP29",1.15235311525944e-05,0.402665573230443,0.599,0.558,0.15803370622668,"3","ERP29"
"UCP2",1.28479802599488e-05,0.542844107791001,0.593,0.557,0.176197201284938,"3","UCP2"
"SP110",1.36435894607697e-05,0.47706121190972,0.355,0.273,0.187108185864995,"3","SP110"
"CIRBP",2.66365951953405e-05,0.363902082315153,0.727,0.704,0.365294266508899,"3","CIRBP"
"TXNIP",2.71730008929037e-05,0.384215568869912,0.77,0.758,0.372650534245281,"3","TXNIP"
"RASGRP2",2.94145402732449e-05,0.96483477070466,0.308,0.233,0.403391005307281,"3","RASGRP2"
"RHOH2",4.27915664553584e-05,0.420730191214822,0.323,0.239,0.586843542368784,"3","RHOH"
"NBEAL11",4.93312247279278e-05,0.318525624328671,0.695,0.684,0.676528415918801,"3","NBEAL1"
"TAF7",5.54287193565689e-05,0.553482299770785,0.291,0.216,0.760149457255986,"3","TAF7"
"FAM65B",6.82875715885278e-05,0.507621091130252,0.358,0.294,0.93649575676507,"3","FAM65B"
"HNRNPA2B1",8.24080815226747e-05,0.320030309759221,0.654,0.634,1,"3","HNRNPA2B1"
"STK17A1",0.000107813388270249,0.615454695727715,0.375,0.31,1,"3","STK17A"
"RPL231",0.00011443451062421,0.27882667613577,0.846,0.86,1,"3","RPL23"
"LSM7",0.000158809183799,0.398816074969391,0.334,0.262,1,"3","LSM7"
"TSTD11",0.000388132041740072,0.513441216547151,0.279,0.218,1,"3","TSTD1"
"LSM10",0.0004086820711467,0.513755218115326,0.267,0.204,1,"3","LSM10"
"TCEA1",0.000701368626238928,0.386466303521747,0.273,0.212,1,"3","TCEA1"
"EIF4G2",0.000706266302913257,0.389175765308463,0.358,0.304,1,"3","EIF4G2"
"HNRNPDL",0.000716539148974434,0.461468074929844,0.602,0.606,1,"3","HNRNPDL"
"UQCRH",0.00100945481507116,0.559970599817047,0.491,0.45,1,"3","UQCRH"
"HMGB1",0.00159121752210506,0.507723426301879,0.64,0.633,1,"3","HMGB1"
"EVI2B",0.00179667171818563,0.340604400101341,0.366,0.321,1,"3","EVI2B"
"SEP15",0.00210009985897405,0.461985739280764,0.331,0.292,1,"3","SEP15"
"LSM2",0.00317135415491959,0.382220176717782,0.25,0.197,1,"3","LSM2"
"SPCS2",0.00709680229022717,0.392389674296579,0.331,0.301,1,"3","SPCS2"
"C11orf311",0.00830823164396532,0.283111056280497,0.474,0.442,1,"3","C11orf31"
"HNRNPK",0.00878413128578082,0.305961186824325,0.506,0.496,1,"3","HNRNPK"
"CCL5",1.16709452222575e-178,2.96620589937237,0.957,0.241,1.60055342778039e-174,"4","CCL5"
"NKG7",1.07226872005293e-177,2.39004947057069,0.971,0.219,1.47050932268058e-173,"4","NKG7"
"CST7",6.61784502070314e-171,2.11601993307273,0.814,0.123,9.07571266139228e-167,"4","CST7"
"GZMA",1.92818438875815e-170,2.10944818499036,0.824,0.123,2.64431207074292e-166,"4","GZMA"
"GZMK",4.93250908316991e-169,3.00673947050148,0.595,0.056,6.76444295665921e-165,"4","GZMK"
"CTSW",1.23289324471121e-115,1.91309219311053,0.839,0.236,1.69078979579696e-111,"4","CTSW"
"KLRG1",6.37112421893512e-97,1.76500754183261,0.48,0.072,8.73735975384762e-93,"4","KLRG1"
"CD8A",2.46819520658693e-94,1.85262636849909,0.484,0.075,3.38488290631331e-90,"4","CD8A"
"GZMH",3.51285306027106e-93,2.59873528786711,0.437,0.06,4.81752668685574e-89,"4","GZMH"
"B2M1",1.03537989008179e-83,0.70517426830453,1,1,1.41991998125817e-79,"4","B2M"
"LYAR",8.17890221612633e-80,1.42835175589539,0.573,0.136,1.12165464991957e-75,"4","LYAR"
"HLA-C",2.47478765552201e-74,0.904341366847349,1,0.979,3.39392379078289e-70,"4","HLA-C"
"IL321",5.62035065614445e-74,1.42728822566203,0.953,0.505,7.70774888983651e-70,"4","IL32"
"PRF1",1.33447243393847e-67,1.04285160722531,0.52,0.113,1.83009549590322e-63,"4","PRF1"
"HLA-A1",5.36853946406779e-60,0.774418576979416,1,0.961,7.36241502102257e-56,"4","HLA-A"
"GZMM",2.60202475400435e-55,1.30876227671715,0.591,0.203,3.56841674764156e-51,"4","GZMM"
"HOPX",3.47253736307611e-50,1.51891584910597,0.444,0.114,4.76223773972258e-46,"4","HOPX"
"CD3D2",4.1836814716023e-46,1.09960330711857,0.871,0.479,5.73750077015539e-42,"4","CD3D"
"MATK",4.49666892692584e-45,1.06299093276247,0.272,0.046,6.1667317663861e-41,"4","MATK"
